	organism_name	taxid
618	Campylobacter jejuni subsp. jejuni 81116	407148
619	Ignicoccus hospitalis KIN4/I	453591
620	Escherichia coli B str. REL606	413997
621	Frankia sp. EAN1pec	298653
622	Shewanella sediminis HAW-EB3	425104
623	Citrobacter koseri ATCC BAA-895	290338
624	Prochlorococcus marinus str. MIT 9215	93060
625	Serratia proteamaculans 568	399741
626	Acaryochloris marina MBIC11017	329726
627	Streptococcus pyogenes NZ131	471876
628	Dinoroseobacter shibae DFL 12 = DSM 16493	398580
629	Streptococcus suis GZ1	423211
630	Rickettsia akari str. Hartford	293614
631	Rickettsia rickettsii str. 'Sheila Smith'	392021
632	Rickettsia bellii OSU 85-389	391896
633	Salinispora arenicola CNS-205	391037
634	Shewanella pealeana ATCC 700345	398579
635	Caldivirga maquilingensis IC-167	397948
636	Alkaliphilus oremlandii OhILAs	350688
637	Mycobacterium marinum M	216594
638	Thermococcus onnurineus NA1	523850
639	Salmonella enterica subsp. enterica serovar Paratyphi C str. RKS4594	476213
640	Desulfococcus oleovorans Hxd3	96561
641	Candidatus Desulforudis audaxviator MP104C	477974
642	Acinetobacter baumannii ACICU	405416
643	Methanococcus maripaludis C6	444158
645	Brucella canis ATCC 23365	483179
646	Sinorhizobium fredii NGR234	394
647	Prochlorococcus marinus str. MIT 9211	93059
648	Petrotoga mobilis SJ95	403833
649	Salmonella enterica subsp. arizonae serovar 62:z4,z23:-	41514
650	Hemiselmis andersenii	464988
651	Delftia acidovorans SPH-1	398578
652	Lachnoclostridium phytofermentans ISDg	357809
653	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	1016998
654	Brucella abortus S19	430066
655	Coxiella burnetii RSA 331	360115
656	Shewanella baltica OS195	399599
657	Acholeplasma laidlawii PG-8A	441768
658	Yersinia pestis Angola	349746
659	Bacillus mycoides KBAB4	315730
660	Methylorubrum extorquens PA1	419610
661	Chloroflexus aurantiacus J-10-fl	324602
662	Renibacterium salmoninarum ATCC 33209	288705
663	Brucella suis ATCC 23445	470137
664	Francisella tularensis subsp. mediasiatica FSC147	441952
665	Thermotoga neapolitana DSM 4359	309803
666	Streptococcus pneumoniae 70585	488221
667	Streptococcus pneumoniae JJA	488222
668	Streptococcus pneumoniae P1031	488223
669	Streptococcus pneumoniae Taiwan19F-14	487213
670	Anoxybacillus flavithermus WK1	491915
671	Thermoanaerobacter sp. X514	399726
672	Thermoanaerobacter pseudethanolicus ATCC 33223	340099
673	Pseudomonas putida GB-1	76869
674	Caulobacter sp. K31	366602
675	Heliobacterium modesticaldum Ice1	498761
676	Shewanella halifaxensis HAW-EB4	458817
677	Campylobacter lari RM2100	306263
678	Cellvibrio japonicus Ueda107	498211
679	Lactobacillus paracasei	1597
680	Streptococcus pneumoniae Hungary19A-6	487214
681	Francisella philomiragia subsp. philomiragia ATCC 25017	484022
682	Clostridium botulinum B1 str. Okra	498213
683	Xylella fastidiosa M12	405440
684	Ureaplasma parvum serovar 3 str. ATCC 27815	505682
685	Methylobacterium sp. 4-46	426117
686	Escherichia coli ATCC 8739	481805
687	Histophilus somni 2336	228400
688	Escherichia coli str. K-12 substr. DH10B	316385
689	Pseudomonas putida W619	390235
690	Yersinia pseudotuberculosis YPIII	502800
691	Synechococcus sp. PCC 7002	32049
692	Burkholderia cenocepacia MC0-3	406425
693	Shewanella woodyi ATCC 51908	392500
694	Clostridium botulinum A3 str. Loch Maree	498214
695	Klebsiella variicola	244366
696	Xanthomonas oryzae pv. oryzae PXO99A	360094
697	Candidatus Korarchaeum cryptofilum OPF8	374847
698	Thermotoga sp. RQ2	126740
699	Escherichia coli SMS-3-5	439855
700	Methylacidiphilum infernorum V4	481448
701	Borrelia duttonii Ly	412419
702	Borrelia recurrentis A1	412418
703	Methylobacterium radiotolerans JCM 2831	426355
704	Polynucleobacter necessarius STIR1	452638
705	Xylella fastidiosa M23	405441
706	Leptothrix cholodnii SP-6	395495
707	Streptococcus pneumoniae G54	512566
708	Beijerinckia indica subsp. indica ATCC 9039	395963
709	Coxiella burnetii CbuG_Q212	434923
710	Coxiella burnetii CbuK_Q154	434924
711	Exiguobacterium sibiricum 255-15	262543
712	Burkholderia ambifaria MC40-6	398577
713	Methylorubrum populi BJ001	441620
714	Opitutus terrae PB90-1	452637
715	Streptococcus pneumoniae CGSP14	516950
716	Natranaerobius thermophilus JW/NM-WN-LF	457570
717	Nostoc punctiforme PCC 73102	63737
718	Paraburkholderia phymatum STM815	391038
719	Mycoplasma arthritidis 158L3-1	243272
720	Yersinia pseudotuberculosis PB1/+	502801
721	Neisseria gonorrhoeae NCCP11945	521006
722	Paraburkholderia phytofirmans PsJN	398527
723	Elusimicrobium minutum Pei191	445932
724	Clostridium botulinum B str. Eklund 17B (NRP)	935198
725	Ralstonia pickettii 12J	402626
726	Akkermansia muciniphila ATCC BAA-835	349741
727	Helicobacter pylori Shi470	512562
728	Rhizobium etli CIAT 652	491916
729	Clostridium botulinum E3 str. Alaska E43	508767
730	Anaplasma marginale str. Florida	320483
731	Sulfurihydrogenibium sp. YO3AOP1	436114
732	Clostridium botulinum Ba4 str. 657	515621
733	Desulfobacterium autotrophicum HRM2	177437
734	Geobacter lovleyi SZ	398767
735	Actinobacillus pleuropneumoniae serovar 7 str. AP76	537457
736	Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088	391904
737	Rhodopseudomonas palustris TIE-1	395960
738	Chlorobium limicola DSM 245	290315
739	Halothermothrix orenii H 168	373903
740	Chlorobaculum parvum NCIB 8327	517417
741	Chloroherpeton thalassium ATCC 35110	517418
742	Chlorobium phaeobacteroides BS1	331678
743	Candidatus Amoebophilus asiaticus 5a2	452471
744	Alteromonas mediterranea DE	1774373
745	[Eubacterium] rectale ATCC 33656	515619
746	Prosthecochloris aestuarii DSM 271	290512
747	Pelodictyon phaeoclathratiforme BU-1	324925
748	Stenotrophomonas maltophilia R551-3	391008
749	Deinococcus deserti VCD115	546414
750	Salmonella enterica subsp. enterica serovar Heidelberg str. SL476	454169
751	Geobacter bemidjiensis Bem	404380
752	Salmonella enterica subsp. enterica serovar Schwarzengrund str. CVM19633	439843
753	Streptococcus equi subsp. zooepidemicus MGCS10565	552526
754	Hydrogenobaculum sp. Y04AAS1	380749
755	Anaeromyxobacter sp. K	447217
756	Acidithiobacillus ferrooxidans ATCC 53993	380394
757	Aliivibrio fischeri MJ11	388396
758	Edwardsiella tarda EIB202	498217
759	Salmonella enterica subsp. enterica serovar Agona str. SL483	454166
760	Desulfurococcus amylolyticus 1221n	490899
761	Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853	439851
762	Coprothermobacter proteolyticus DSM 5265	309798
763	Dictyoglomus thermophilum H-6-12	309799
764	Thermodesulfovibrio yellowstonii DSM 11347	289376
765	Rhodobacter sphaeroides KD131	557760
766	Laribacter hongkongensis HLHK9	557598
767	Azotobacter vinelandii DJ	322710
768	Buchnera aphidicola str. Tuc7 (Acyrthosiphon pisum)	561501
769	Buchnera aphidicola str. 5A (Acyrthosiphon pisum)	563178
770	Escherichia coli O157:H7 str. EC4115	444450
771	Acinetobacter baumannii AB307-0294	557600
772	Helicobacter pylori G27	563041
773	Listeria monocytogenes HCC23	552536
774	Bacillus cereus B4264	405532
775	Bacillus cereus AH187	405534
776	Acinetobacter baumannii AB0057	480119
777	Ureaplasma urealyticum serovar 10 str. ATCC 33699	565575
778	Thermosipho africanus TCF52B	484019
779	Bacillus cereus G9842	405531
780	Gluconacetobacter diazotrophicus PA1 5	272568
781	Rhizobium leguminosarum bv. trifolii WSM2304	395492
782	Oligotropha carboxidovorans OM5	504832
783	Desulfovibrio vulgaris str. 'Miyazaki F'	883
784	Borreliella burgdorferi ZS7	445985
785	Bifidobacterium animalis subsp. lactis AD011	442563
786	Bacillus anthracis str. CDC 684	568206
787	Helicobacter pylori P12	570508
788	Acidithiobacillus ferrooxidans ATCC 23270	243159
789	Rickettsia peacockii str. Rustic	562019
790	Sulfurihydrogenibium azorense Az-Fu1	204536
791	Persephonella marina EX-H1	123214
792	Vibrio cholerae M66-2	579112
794	Dictyoglomus turgidum DSM 6724	515635
795	Shewanella baltica OS223	407976
796	Thermomicrobium roseum DSM 5159	309801
797	Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum)	572265
798	Nautilia profundicola AmH	598659
799	Methylocella silvestris BL2	395965
800	Thauera sp. MZ1T	85643
801	Bacillus cereus AH820	405535
802	Cyanothece sp. PCC 8801	41431
803	Cyanothece sp. PCC 7424	65393
804	Methylorubrum extorquens CM4	440085
805	Rhodobacter capsulatus SB 1003	272942
806	Glaesserella parasuis SH0165	557723
807	Desulfatibacillum alkenivorans AK-01	439235
808	Desulfitobacterium hafniense DCB-2	272564
809	Chloroflexus aggregans DSM 9485	326427
810	Methanosphaerula palustris E1-9c	521011
811	Thioalkalivibrio sulfidiphilus HL-EbGr7	396588
812	Caulobacter vibrioides NA1000	565050
813	Pseudarthrobacter chlorophenolicus A6	452863
814	Cyanothece sp. PCC 7425	395961
815	Ruminiclostridium cellulolyticum H10	394503
816	Methylobacterium nodulans ORS 2060	460265
817	Brachyspira hyodysenteriae WA1	565034
818	Desulfovibrio desulfuricans ATCC 27774	525146
819	Anaeromyxobacter dehalogenans 2CP-1	455488
820	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	588858
821	Chloroflexus aurantiacus Y-400-fl	480224
822	Halorubrum lacusprofundi ATCC 49239	416348
823	Escherichia coli O157:H7 str. TW14359	544404
824	Geobacter daltonii FRC-32	316067
825	Wolbachia sp. wRi	66084
826	Acidovorax ebreus TPSY	535289
827	Caldicellulosiruptor bescii DSM 6725	521460
828	Escherichia coli BW2952	595496
829	Thermococcus gammatolerans EJ3	593117
830	Sulfolobus islandicus L.S.2.15	429572
831	Sulfolobus islandicus M.14.25	427317
832	Sulfolobus islandicus M.16.27	427318
833	Sulfolobus islandicus Y.G.57.14	439386
834	Sulfolobus islandicus Y.N.15.51	419942
835	Bacillus cereus 03BB102	572264
836	Neorickettsia risticii str. Illinois	434131
837	Thermococcus sibiricus MM 739	604354
838	Acidobacterium capsulatum ATCC 51196	240015
839	Vibrio cholerae MJ-1236	593588
840	Blattabacterium sp. (Blattella germanica) str. Bge	331104
841	Brucella melitensis ATCC 23457	546272
842	Burkholderia glumae BGR1	626418
844	Methylorubrum extorquens AM1	272630
845	Bifidobacterium animalis subsp. lactis Bl-04	580050
846	Bartonella grahamii as4aup	634504
847	Brucella microti CCM 4915	568815
848	Clostridium botulinum A2 str. Kyoto	536232
849	Rickettsia prowazekii str. Rp22	449216
850	Yersinia pestis D106004	637382
851	Yersinia pestis D182038	637385
852	Yersinia pestis Z176003	637386
853	Bacillus anthracis str. A0248	592021
854	Edwardsiella ictaluri 93-146	634503
855	Corynebacterium aurimucosum ATCC 700975	548476
856	Listeria monocytogenes 08-5923	637381
857	Bifidobacterium animalis subsp. lactis DSM 10140	555970
858	Aggregatibacter aphrophilus NJ8700	634176
859	Rickettsia africae ESF-5	347255
860	Teredinibacter turnerae T7901	377629
861	Exiguobacterium sp. AT1b	360911
862	Tolumonas auensis DSM 9187	595494
863	Lactobacillus plantarum JDM1	644042
864	Beutenbergia cavernae DSM 12333	471853
865	Dyadobacter fermentans DSM 18053	471854
866	Corynebacterium kroppenstedtii DSM 44385	645127
867	Mycoplasma mycoides subsp. capri str. GM12	436113
868	Rhizobium leguminosarum bv. trifolii WSM1325	395491
869	Micrococcus luteus NCTC 2665	465515
870	Desulfomicrobium baculatum DSM 4028	525897
871	Actinosynnema mirum DSM 43827	446462
872	Acidimicrobium ferrooxidans DSM 10331	525909
873	Capnocytophaga ochracea DSM 7271	521097
874	Francisella tularensis subsp. tularensis NE061598	510831
875	Kosmotoga olearia TBF 19.5.1	521045
876	Variovorax paradoxus S110	543728
877	Escherichia coli DH1	536056
878	Geobacillus sp. WCH70	471223
879	Brachybacterium faecium DSM 4810	446465
880	Ralstonia pickettii 12D	428406
881	Desulfovibrio salexigens DSM 2638	526222
882	Zunongwangia profunda SM-A87	655815
883	Paenibacillus sp. JDR-2	324057
884	Pectobacterium carotovorum subsp. carotovorum PC1	561230
885	Mycobacterium tuberculosis KZN 1435	478434
886	Geobacter sp. M21	443144
887	Escherichia coli 'BL21-Gold(DE3)pLysS AG'	866768
889	Methylotenera mobilis JLW8	583345
890	Flavobacteriaceae bacterium 3519-10	531844
891	Methylovorus glucosetrophus SIP3-4	582744
892	Candidatus Liberibacter asiaticus str. psy62	537021
893	Hirschia baltica ATCC 49814	582402
894	Helicobacter pylori 52	684950
895	Pedobacter heparinus DSM 2366	485917
896	Cryptobacterium curtum DSM 15641	469378
897	Saccharomonospora viridis DSM 43017	471857
898	Slackia heliotrinireducens DSM 20476	471855
899	Leptotrichia buccalis C-1013-b	523794
900	Kytococcus sedentarius DSM 20547	478801
901	Halorhabdus utahensis DSM 12940	519442
902	Halomicrobium mukohataei DSM 12286	485914
903	Methanocaldococcus fervens AG86	573064
904	Chitinophaga pinensis DSM 2588	485918
905	Catenulispora acidiphila DSM 44928	479433
906	Cyanothece sp. PCC 8802	395962
907	Jonesia denitrificans DSM 20603	471856
908	Kangiella koreensis DSM 16069	523791
909	Anaerococcus prevotii DSM 20548	525919
910	Robiginitalea biformata HTCC2501	313596
911	Chlamydia pneumoniae LPCoLN	406984
912	Candidatus Accumulibacter phosphatis clade IIA str. UW-1	522306
913	Methanobrevibacter ruminantium M1	634498
914	Desulfofarcimen acetoxidans DSM 771	485916
915	Atopobium parvulum DSM 20469	521095
916	Zymomonas mobilis subsp. mobilis NCIMB 11163	622759
917	Eggerthella lenta DSM 2243	479437
918	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	521098
919	Sulfolobus islandicus L.D.8.5	425944
920	Desulfohalobium retbaense DSM 5692	485915
921	Kribbella flavida DSM 17836	479435
922	Nakamurella multipartita DSM 44233	479431
923	Thermomonospora curvata DSM 43183	471852
924	Sebaldella termitidis ATCC 33386	526218
925	Meiothermus ruber DSM 1279	504728
926	Bifidobacterium dentium Bd1	401473
927	Candidatus Puniceispirillum marinum IMCC1322	488538
928	Treponema pallidum subsp. pallidum str. Chicago	666714
929	Anaplasma centrale str. Israel	574556
930	Stackebrandtia nassauensis DSM 44728	446470
931	Streptobacillus moniliformis DSM 12112	519441
932	Staphylococcus aureus subsp. aureus ED98	681288
933	Ammonifex degensii KC4	429009
934	Methanocaldococcus vulcanius M7	579137
935	Pectobacterium parmentieri WPP163	561231
936	Fibrobacter succinogenes subsp. succinogenes S85	59374
937	Paenibacillus sp. Y412MC10	481743
938	Geobacillus sp. Y412MC61	544556
939	Nitrosococcus halophilus Nc 4	472759
940	Saccharolobus solfataricus 98/2	555311
941	Halothiobacillus neapolitanus c2	555778
942	Gordonia bronchialis DSM 43247	526226
943	Haliangium ochraceum DSM 14365	502025
944	Vibrio antiquarius	150340
945	Rhodothermus marinus DSM 4252	518766
946	Streptosporangium roseum DSM 43021	479432
947	Sulfurospirillum deleyianum DSM 6946	525898
948	Thermanaerovibrio acidaminovorans DSM 6589	525903
949	Sanguibacter keddieii DSM 10542	446469
950	Veillonella parvula DSM 2008	479436
951	Xylanimonas cellulosilytica DSM 15894	446471
952	Sphaerobacter thermophilus DSM 20745	479434
953	Thermobaculum terrenum ATCC BAA-798	525904
954	Dehalococcoides mccartyi VS	311424
955	Lactococcus lactis subsp. lactis KF147	684738
956	Dickeya zeae Ech586	590409
957	Staphylococcus lugdunensis HKU09-01	698737
958	Thermotoga naphthophila RKU-10	590168
959	Candidatus Atelocyanobacterium thalassa isolate ALOHA	1453429
960	Staphylococcus aureus 04-02981	703339
961	Escherichia coli O55:H7 str. CB9615	701177
962	Pirellula staleyi DSM 6068	530564
963	Gardnerella vaginalis 409-05	553190
964	Mageeibacillus indolicus UPII9-5	699246
965	Bifidobacterium animalis subsp. lactis BB-12	552531
966	Conexibacter woesei DSM 14684	469383
967	Archaeoglobus profundus DSM 5631	572546
968	Acidaminococcus fermentans DSM 20731	591001
969	Haloterrigena turkmenica DSM 5511	543526
970	Geodermatophilus obscurus DSM 43160	526225
971	Mycoplasma gallisepticum str. R(high)	710128
972	Mycoplasma gallisepticum str. F	708616
973	Pantoea ananatis LMG 20103	706191
974	Campylobacter jejuni subsp. jejuni IA3902	567106
975	Klebsiella variicola At-22	640131
976	Allochromatium vinosum DSM 180	572477
977	Ferroglobus placidus DSM 10642	589924
978	Methanocaldococcus sp. FS406-22	644281
979	Thioalkalivibrio sp. K90mix	396595
980	Enterobacter cloacae subsp. cloacae ATCC 13047	716541
981	Dehalococcoides mccartyi GT	633145
982	Thermocrinis albus DSM 14484	638303
983	Natrialba magadii ATCC 43099	547559
984	Thermoanaerobacter italicus Ab9	580331
985	Aciduliprofundum boonei T469	439481
986	Haloferax volcanii DS2	309800
987	Sideroxydans lithotrophicus ES-1	580332
988	Denitrovibrio acetiphilus DSM 12809	522772
989	Escherichia coli IHE3034	714962
990	Cutibacterium acnes SK137	553199
991	Bacillus megaterium DSM 319	592022
992	Bacillus megaterium QM B1551	545693
993	Mycoplasma crocodyli MP145	512564
994	Methanohalophilus mahii DSM 5219	547558
995	Aminobacterium colombiense DSM 12261	572547
996	Coraliomargarita akajimensis DSM 45221	583355
997	Prevotella ruminicola 23	264731
998	Desulfotalea psychrophila LSv54	177439
999	Aromatoleum aromaticum EbN1	76114
1000	Bacteroides fragilis NCTC 9343	272559
1001	Ehrlichia ruminantium str. Welgevonden	254945
1002	Chlamydia abortus S26/3	218497
1003	Natronomonas pharaonis DSM 2160	348780
1004	Lactobacillus sakei subsp. sakei 23K	314315
1005	Pseudoalteromonas haloplanktis TAC125	326442
1006	Pseudomonas entomophila L48	384676
1007	Herminiimonas arsenicoxydans	204773
1008	Bradyrhizobium sp. ORS 278	114615
1009	Erwinia tasmaniensis Et1/99	465817
1010	Candidatus Phytoplasma mali	37692
1011	Escherichia fergusonii ATCC 35469	585054
1012	Escherichia coli 55989	585055
1013	Escherichia coli IAI1	585034
1014	Escherichia coli S88	585035
1015	Escherichia coli ED1a	585397
1016	Escherichia coli UMN026	585056
1017	Escherichia coli IAI39	585057
1018	Zygosaccharomyces rouxii	4956
1019	Leuconostoc citreum KM20	349519
1020	Mycobacterium liflandii 128FXT	459424
1021	Lactobacillus casei BL23	543734
1023	Lactobacillus rhamnosus Lc 705	568704
1024	Escherichia coli O127:H6 str. E2348/69	574521
1025	Salmonella enterica subsp. enterica serovar Paratyphi A str. AKU_12601	554290
1026	Streptococcus equi subsp. zooepidemicus	40041
1027	Pseudomonas aeruginosa LESB58	557722
1028	Streptococcus pneumoniae ATCC 700669	561276
1029	Mycobacterium leprae Br4923	561304
1030	Listeria monocytogenes serotype 4b str. CLIP 80459	568819
1031	Streptococcus suis SC84	568813
1032	Streptococcus suis BM407	568814
1033	Mycoplasma conjunctivae	45361
1034	Chlamydia trachomatis B/TZ1A828/OT	672161
1035	Chlamydia trachomatis B/Jali20/OT	580049
1036	Candida dubliniensis CD36	573826
1037	Neisseria meningitidis 8013	604162
1038	Erwinia pyrifoliae DSM 12163	644651
1039	Komagataella phaffii GS115	644223
1040	Salmonella enterica subsp. enterica serovar Typhimurium str. D23580	568708
1041	Staphylococcus aureus subsp. aureus TW20	663951
